Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Source,Rapport_Collecte,Categorie
78.22195585341578,144.49253899149224,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids 78.2 kg, volume 144.5 L. Conductivité élevée (0.913), rigidité importante. Légère contamination observée.",0
78.22195585341578,144.49253899149224,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids 78.2 kg, volume 144.5 L. Conductivité élevée (0.913), rigidité importante. État dégradé, recyclage partiel possible.",0
78.74707979116823,165.9006513260269,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids 78.7 kg, volume 165.9 L. Conductivité élevée (0.993), rigidité importante. Odeur inhabituelle signalée par l'agent.",0
83.44220349312167,177.99721177891402,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids 83.4 kg, volume 178.0 L. Conductivité élevée (0.912), rigidité importante. Étiquetage absent sur le conteneur.",0
96.97316453786524,187.94352338788067,0.0,0.8296250459557747,7.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids 97.0 kg, volume 187.9 L. Conductivité élevée (0.953), rigidité importante. Traces d'humidité détectées.",0
63.81387419611495,120.1859835631708,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids non mesuré kg, volume 120.2 L. Conductivité élevée (0.900), rigidité importante. Étiquetage absent sur le conteneur.",0
67.36420214554848,149.09853649583977,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids non mesuré kg, volume 149.1 L. Conductivité élevée (0.998), rigidité importante. Étiquetage absent sur le conteneur.",0
34.95892078317942,80.78504541395755,0.0,1.0,8.0,10.487676234953826,0,"Déchet métallique détecté au Centre de Tri. Poids non mesuré kg, volume 80.8 L. Conductivité élevée (0.954), rigidité importante. Légère contamination observée.",0
56.914578364015505,96.07788239753792,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids non mesuré kg, volume 96.1 L. Conductivité élevée (0.911), rigidité importante. Matériau mélangé à d'autres déchets.",0
61.38059415400367,96.07788239753792,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au Centre de Tri. Poids non mesuré kg, volume 96.1 L. Conductivité élevée (0.911), rigidité importante. Volume surestimé, vérification recommandée.",0
37.20980886784736,17.77650577348335,0.0,1.0,8.0,11.16294266035421,0,"Déchet métallique détecté au centre de tri municipal. Poids 37.2 kg, volume 17.8 L. Conductivité élevée (0.968), rigidité importante. Acheminement prioritaire demandé.",0
44.12040975904378,89.50412870423104,0.0,1.0,9.0,13.236122927713136,0,"Déchet métallique détecté au centre de tri municipal. Poids 44.1 kg, volume 89.5 L. Conductivité élevée (0.972), rigidité importante. Étiquetage absent sur le conteneur.",0
45.14960645540607,81.4990650909041,0.0,1.0,9.0,13.544881936621822,0,"Déchet métallique détecté au centre de tri municipal. Poids 45.1 kg, volume 81.5 L. Conductivité élevée (0.921), rigidité importante. Aucune anomalie signalée.",0
45.14960645540607,81.4990650909041,0.0,1.0,9.0,13.544881936621822,0,"Déchet métallique détecté au centre de tri municipal. Poids 45.1 kg, volume 81.5 L. Conductivité élevée (0.921), rigidité importante. Lot conforme aux standards de tri.",0
45.14960645540607,81.4990650909041,0.0,1.0,9.0,13.544881936621822,0,"Déchet métallique détecté au centre de tri municipal. Poids 45.1 kg, volume 81.5 L. Conductivité élevée (0.921), rigidité importante. Volume surestimé, vérification recommandée.",0
51.34843004147501,117.80468459946516,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 51.3 kg, volume 117.8 L. Conductivité élevée (non mesurée), rigidité importante. Aucune anomalie signalée.",0
51.36543260643339,105.171061505774,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 51.4 kg, volume 105.2 L. Conductivité élevée (0.899), rigidité importante. Légère contamination observée.",0
53.42611323932157,96.08904645450858,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 53.4 kg, volume 96.1 L. Conductivité élevée (0.904), rigidité importante. Étiquetage absent sur le conteneur.",0
55.92777798589598,114.96600449089188,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 55.9 kg, volume 115.0 L. Conductivité élevée (0.975), rigidité importante. Matériau mélangé à d'autres déchets.",0
55.92777798589598,114.96600449089188,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 55.9 kg, volume 115.0 L. Conductivité élevée (0.975), rigidité importante. Étiquetage absent sur le conteneur.",0
61.96785135515825,125.6642730518852,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 62.0 kg, volume 125.7 L. Conductivité élevée (0.838), rigidité importante. Acheminement prioritaire demandé.",0
65.02587043626177,136.3748600161791,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 65.0 kg, volume 136.4 L. Conductivité élevée (0.850), rigidité importante. Légère contamination observée.",0
65.71722069981483,147.25583544515183,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 65.7 kg, volume 147.3 L. Conductivité élevée (0.882), rigidité importante. Légère contamination observée.",0
66.14120126803695,145.04186793908937,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 66.1 kg, volume 145.0 L. Conductivité élevée (0.904), rigidité importante. Lot conforme aux standards de tri.",0
66.14120126803695,145.04186793908937,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 66.1 kg, volume 145.0 L. Conductivité élevée (0.904), rigidité importante. Volume surestimé, vérification recommandée.",0
67.0646775556017,151.04138540054242,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 67.1 kg, volume 151.0 L. Conductivité élevée (0.886), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
67.79998613696716,116.0432282665086,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 67.8 kg, volume 116.0 L. Conductivité élevée (0.844), rigidité importante. Traces d'humidité détectées.",0
68.86532334839815,177.55569872966674,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 68.9 kg, volume 177.6 L. Conductivité élevée (0.976), rigidité importante. État dégradé, recyclage partiel possible.",0
72.8408883524556,164.8375714076485,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 72.8 kg, volume 164.8 L. Conductivité élevée (0.965), rigidité importante. Légère contamination observée.",0
72.8408883524556,164.8375714076485,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 72.8 kg, volume 164.8 L. Conductivité élevée (0.965), rigidité importante. Étiquetage absent sur le conteneur.",0
74.9567283284673,145.20708181878956,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 75.0 kg, volume 145.2 L. Conductivité élevée (0.903), rigidité importante. État dégradé, recyclage partiel possible.",0
77.18083782821029,143.73053691155943,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 77.2 kg, volume 143.7 L. Conductivité élevée (0.856), rigidité importante. Traces d'humidité détectées.",0
78.22195585341578,144.49253899149224,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 78.2 kg, volume 144.5 L. Conductivité élevée (0.913), rigidité importante. Aucune anomalie signalée.",0
78.74707979116823,165.9006513260269,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 78.7 kg, volume 165.9 L. Conductivité élevée (0.993), rigidité importante. Lot conforme aux standards de tri.",0
78.74707979116823,165.9006513260269,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids 78.7 kg, volume non mesuré L. Conductivité élevée (0.993), rigidité importante. Étiquetage absent sur le conteneur.",0
52.689074641182785,113.45456045595168,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids non mesuré kg, volume 113.5 L. Conductivité élevée (0.862), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
64.80662814626393,135.7550698887217,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids non mesuré kg, volume 135.8 L. Conductivité élevée (0.884), rigidité importante. Conditionnement non conforme au protocole.",0
71.81810879416477,158.3529208583135,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté au centre de tri municipal. Poids non mesuré kg, volume 158.4 L. Conductivité élevée (0.839), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
26.32795638439036,66.17208736966234,0.0,1.0,10.0,7.898386915317108,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 26.3 kg, volume 66.2 L. Conductivité élevée (0.891), rigidité importante. Matériau mélangé à d'autres déchets.",0
35.959857827121084,47.607755735157205,0.0,1.0,10.0,10.787957348136326,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 36.0 kg, volume 47.6 L. Conductivité élevée (0.809), rigidité importante. Acheminement prioritaire demandé.",0
36.80756820583652,96.67402744813032,0.0,1.0,10.0,11.042270461750954,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 36.8 kg, volume 96.7 L. Conductivité élevée (0.975), rigidité importante. Conditionnement non conforme au protocole.",0
37.20980886784736,17.77650577348335,0.0,1.0,8.0,11.16294266035421,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 37.2 kg, volume 17.8 L. Conductivité élevée (0.968), rigidité importante. Légère contamination observée.",0
39.49681952376868,74.49833100968368,0.0,1.0,10.0,11.849045857130603,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 39.5 kg, volume 74.5 L. Conductivité élevée (0.874), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
44.12040975904378,89.50412870423104,0.0,1.0,9.0,13.236122927713136,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 44.1 kg, volume 89.5 L. Conductivité élevée (0.972), rigidité importante. Conditionnement non conforme au protocole.",0
49.432948448107055,84.29959389725639,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 49.4 kg, volume 84.3 L. Conductivité élevée (0.934), rigidité importante. Odeur inhabituelle signalée par l'agent.",0
51.34843004147501,117.80468459946516,0.0,1.0,9.2,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 51.3 kg, volume 117.8 L. Conductivité élevée (non mesurée), rigidité importante. État dégradé, recyclage partiel possible.",0
51.80609743453654,123.23356794256712,0.0,1.0,9.2,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 51.8 kg, volume 123.2 L. Conductivité élevée (non mesurée), rigidité importante. Acheminement prioritaire demandé.",0
52.85549038546758,133.47723479961132,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 52.9 kg, volume 133.5 L. Conductivité élevée (0.920), rigidité importante. Acheminement prioritaire demandé.",0
53.42611323932157,96.08904645450858,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 53.4 kg, volume 96.1 L. Conductivité élevée (0.904), rigidité importante. Volume surestimé, vérification recommandée.",0
55.92777798589598,114.96600449089188,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 55.9 kg, volume 115.0 L. Conductivité élevée (0.975), rigidité importante. Légère contamination observée.",0
57.362183933518935,147.95377118159823,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 57.4 kg, volume 148.0 L. Conductivité élevée (0.812), rigidité importante. Conditionnement non conforme au protocole.",0
58.1440749559924,109.1587171646182,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 58.1 kg, volume 109.2 L. Conductivité élevée (0.927), rigidité importante. Traces d'humidité détectées.",0
63.434945886890105,89.71186274581447,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 63.4 kg, volume 89.7 L. Conductivité élevée (0.940), rigidité importante. Étiquetage absent sur le conteneur.",0
63.81387419611495,120.1859835631708,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 63.8 kg, volume 120.2 L. Conductivité élevée (0.900), rigidité importante. Odeur inhabituelle signalée par l'agent.",0
64.01088471107855,134.45572554607736,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 64.0 kg, volume 134.5 L. Conductivité élevée (0.958), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
64.01088471107855,134.45572554607736,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 64.0 kg, volume 134.5 L. Conductivité élevée (0.958), rigidité importante. Étiquetage absent sur le conteneur.",0
64.68104396692452,132.36072133511686,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 64.7 kg, volume 132.4 L. Conductivité élevée (0.921), rigidité importante. Traces d'humidité détectées.",0
65.02587043626177,136.3748600161791,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 65.0 kg, volume 136.4 L. Conductivité élevée (0.850), rigidité importante. Conditionnement non conforme au protocole.",0
65.71722069981483,147.25583544515183,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 65.7 kg, volume 147.3 L. Conductivité élevée (0.882), rigidité importante. Acheminement prioritaire demandé.",0
65.71722069981483,147.25583544515183,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 65.7 kg, volume 147.3 L. Conductivité élevée (0.882), rigidité importante. État dégradé, recyclage partiel possible.",0
66.5333377256222,150.91194865864708,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 66.5 kg, volume 150.9 L. Conductivité élevée (0.962), rigidité importante. Légère contamination observée.",0
67.0646775556017,151.04138540054242,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 67.1 kg, volume 151.0 L. Conductivité élevée (0.886), rigidité importante. Volume surestimé, vérification recommandée.",0
67.0646775556017,151.04138540054242,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 67.1 kg, volume non mesuré L. Conductivité élevée (0.886), rigidité importante. Traces d'humidité détectées.",0
67.54198846449606,127.87369259451432,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 67.5 kg, volume 127.9 L. Conductivité élevée (0.895), rigidité importante. Légère contamination observée.",0
67.54198846449606,127.87369259451432,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 67.5 kg, volume 127.9 L. Conductivité élevée (0.895), rigidité importante. Étiquetage absent sur le conteneur.",0
67.79998613696716,116.0432282665086,0.0,1.0,8.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 67.8 kg, volume 116.0 L. Conductivité élevée (0.844), rigidité importante. Acheminement prioritaire demandé.",0
68.86532334839815,177.55569872966674,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 68.9 kg, volume 177.6 L. Conductivité élevée (0.976), rigidité importante. Volume surestimé, vérification recommandée.",0
72.8408883524556,164.8375714076485,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 72.8 kg, volume 164.8 L. Conductivité élevée (0.965), rigidité importante. Conditionnement non conforme au protocole.",0
72.78268327212028,170.59449498052584,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 72.8 kg, volume 170.6 L. Conductivité élevée (0.986), rigidité importante. Acheminement prioritaire demandé.",0
74.62796444673644,159.2778122922698,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 74.6 kg, volume 159.3 L. Conductivité élevée (non mesurée), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
74.62796444673644,159.2778122922698,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 74.6 kg, volume 159.3 L. Conductivité élevée (non mesurée), rigidité importante. Volume surestimé, vérification recommandée.",0
80.95746641323217,148.10694714042933,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 81.0 kg, volume 148.1 L. Conductivité élevée (0.841), rigidité importante. Conditionnement non conforme au protocole.",0
91.57803601812016,160.89498349496608,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids 91.6 kg, volume 160.9 L. Conductivité élevée (0.926), rigidité importante. Volume surestimé, vérification recommandée.",0
51.36543260643339,105.171061505774,0.0,1.0,7.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids non mesuré kg, volume 105.2 L. Conductivité élevée (0.899), rigidité importante. Volume surestimé, vérification recommandée.",0
64.80662814626393,135.7550698887217,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids non mesuré kg, volume 135.8 L. Conductivité élevée (0.884), rigidité importante. Odeur inhabituelle signalée par l'agent.",0
67.69517289184647,149.09853649583977,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids non mesuré kg, volume 149.1 L. Conductivité élevée (0.998), rigidité importante. Légère contamination observée.",0
67.69517289184647,149.09853649583977,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids non mesuré kg, volume 149.1 L. Conductivité élevée (0.998), rigidité importante. Volume surestimé, vérification recommandée.",0
71.81810879416477,158.3529208583135,0.0,1.0,10.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids non mesuré kg, volume 158.4 L. Conductivité élevée (0.839), rigidité importante. Étiquetage absent sur le conteneur.",0
32.46513550706945,88.35518680056977,0.0,1.0,10.0,9.739540652120834,0,"Déchet métallique détecté depuis le Centre de Tri. Poids non mesuré kg, volume 88.4 L. Conductivité élevée (0.920), rigidité importante. Poids anormalement élevé pour cette catégorie.",0
56.914578364015505,96.07788239753792,0.0,1.0,9.0,14.741277749478527,0,"Déchet métallique détecté depuis le Centre de Tri. Poids non mesuré kg, volume 96.1 L. Conductivité élevée (0.911), rigidité importante. Conditionnement non conforme au protocole.",0
30.958270294820675,64.4334799820285,0.0,1.0,9.0,9.287481088446205,0,Déchets métalliques triés au Centre de Tri. Poids 31.0 kg. Conductivité mesurée : 0.843. Matériau dense et résistant. Légère contamination observée.,0
32.46513550706945,88.35518680056977,0.0,1.0,10.0,9.739540652120834,0,Déchets métalliques triés au Centre de Tri. Poids 32.5 kg. Conductivité mesurée : 0.920. Matériau dense et résistant. Odeur inhabituelle signalée par l'agent.,0
35.959857827121084,47.607755735157205,0.0,1.0,10.0,10.787957348136326,0,Déchets métalliques triés au Centre de Tri. Poids 36.0 kg. Conductivité mesurée : 0.809. Matériau dense et résistant. Odeur inhabituelle signalée par l'agent.,0
36.80756820583652,96.67402744813032,0.0,1.0,10.0,11.042270461750954,0,"Déchets métalliques triés au Centre de Tri. Poids 36.8 kg. Conductivité mesurée : 0.975. Matériau dense et résistant. État dégradé, recyclage partiel possible.",0
37.52010897739568,97.8233694120249,0.0,1.0,9.0,11.256032693218703,0,Déchets métalliques triés au Centre de Tri. Poids 37.5 kg. Conductivité mesurée : 0.965. Matériau dense et résistant. Odeur inhabituelle signalée par l'agent.,0
41.24388399045424,94.5780745080158,0.0,1.0,8.0,12.37316519713627,0,Déchets métalliques triés au Centre de Tri. Poids 41.2 kg. Conductivité mesurée : 0.864. Matériau dense et résistant. Légère contamination observée.,0
44.0961258908082,65.8333486542774,0.0,1.0,9.0,13.22883776724246,0,Déchets métalliques triés au Centre de Tri. Poids 44.1 kg. Conductivité mesurée : 0.879. Matériau dense et résistant. Acheminement prioritaire demandé.,0
48.01334143762102,92.73596971424811,0.0,1.0,7.0,14.404002431286306,0,Déchets métalliques triés au Centre de Tri. Poids 48.0 kg. Conductivité mesurée : 0.999. Matériau dense et résistant. Poids anormalement élevé pour cette catégorie.,0
50.85731696761076,97.9752078755126,0.0,1.0,7.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 50.9 kg. Conductivité mesurée : 0.805. Matériau dense et résistant. Légère contamination observée.,0
50.85731696761076,97.9752078755126,0.0,1.0,7.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 50.9 kg. Conductivité mesurée : 0.805. Matériau dense et résistant. Traces d'humidité détectées.,0
51.36543260643339,105.171061505774,0.0,1.0,7.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 51.4 kg. Conductivité mesurée : 0.899. Matériau dense et résistant. Conditionnement non conforme au protocole.,0
52.68907464118279,113.45456045595168,0.0,1.0,7.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 52.7 kg. Conductivité mesurée : 0.862. Matériau dense et résistant. Acheminement prioritaire demandé.,0
52.68907464118279,113.45456045595168,0.0,1.0,7.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 52.7 kg. Conductivité mesurée : 0.862. Matériau dense et résistant. Lot conforme aux standards de tri.,0
52.68907464118279,113.45456045595168,0.0,1.0,7.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 52.7 kg. Conductivité mesurée : 0.862. Matériau dense et résistant. Légère contamination observée.,0
52.98430841788715,141.79149257302683,0.0,1.0,8.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 53.0 kg. Conductivité mesurée : 0.973. Matériau dense et résistant. Légère contamination observée.,0
53.42611323932157,96.08904645450858,0.0,1.0,8.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 53.4 kg. Conductivité mesurée : 0.904. Matériau dense et résistant. Légère contamination observée.,0
53.42611323932157,96.08904645450858,0.0,1.0,8.0,14.741277749478527,0,"Déchets métalliques triés au Centre de Tri. Poids 53.4 kg. Conductivité mesurée : 0.904. Matériau dense et résistant. État dégradé, recyclage partiel possible.",0
54.09585843977109,137.58769540508794,0.0,1.0,9.0,14.741277749478527,0,"Déchets métalliques triés au Centre de Tri. Poids 54.1 kg. Conductivité mesurée : 0.841. Matériau dense et résistant. Volume surestimé, vérification recommandée.",0
57.362183933518935,147.95377118159823,0.0,1.0,8.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 57.4 kg. Conductivité mesurée : 0.812. Matériau dense et résistant. Conditionnement non conforme au protocole.,0
57.362183933518935,159.18795003603094,0.0,1.0,8.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 57.4 kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. Aucune anomalie signalée.,0
61.96785135515825,125.6642730518852,0.0,1.0,9.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 62.0 kg. Conductivité mesurée : 0.838. Matériau dense et résistant. Matériau mélangé à d'autres déchets.,0
61.96785135515825,125.6642730518852,0.0,1.0,9.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 62.0 kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. Odeur inhabituelle signalée par l'agent.,0
63.81387419611495,120.1859835631708,0.0,1.0,8.0,14.741277749478527,0,"Déchets métalliques triés au Centre de Tri. Poids 63.8 kg. Conductivité mesurée : 0.900. Matériau dense et résistant. Volume surestimé, vérification recommandée.",0
64.68104396692452,132.36072133511686,0.0,1.0,7.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 64.7 kg. Conductivité mesurée : 0.921. Matériau dense et résistant. Aucune anomalie signalée.,0
66.14120126803695,145.04186793908937,0.0,1.0,10.0,14.741277749478527,0,Déchets métalliques triés au Centre de Tri. Poids 66.1 kg. Conductivité mesurée : 0.904. Matériau dense et résistant. Conditionnement non conforme au protocole.,0
